age,height_cm,weight_kg,activity_level,healthy
36,194,57.1,2,0
52,159,59.0,3,1
38,185,53.4,3,0
27,192,72.6,5,1
54,182,58.1,1,0
56,156,60.3,5,1
51,194,131.4,1,0
35,167,54.3,5,1
51,165,91.1,2,0
30,186,85.2,4,1
24,170,100.6,1,0
46,162,60.4,3,1
36,175,91.0,3,0
28,187,82.2,4,1
57,166,45.5,3,0
23,181,75.0,4,1
45,189,124.8,2,0
58,180,68.1,5,1
50,168,74.7,1,0
25,186,76.2,5,1
42,161,74.4,1,0
30,157,46.1,4,1
32,190,106.9,1,0
43,179,67.5,4,1
20,181,55.8,2,0
40,185,79.2,5,1
35,175,55.6,2,0
58,163,58.9,5,1
24,185,92.2,2,0
22,159,52.4,5,1
55,182,104.9,1,0
47,157,55.2,4,1
20,159,92.4,1,0
18,192,82.2,3,1
59,188,54.6,2,0
42,163,52.4,5,1
21,192,135.8,3,0
25,191,75.2,3,1
50,161,40.9,1,0
42,171,56.8,5,1
36,161,94.5,3,0
58,155,47.7,3,1
19,169,51.9,1,0
52,174,62.3,4,1
57,155,90.4,2,0
59,192,85.8,3,1
34,187,52.9,2,0
56,194,86.4,5,1
28,166,47.9,2,0
31,167,64.7,4,1
20,158,40.0,2,0
36,168,57.7,5,1
45,175,47.9,2,0
36,164,50.8,3,1
55,156,37.7,1,0
53,177,77.6,5,1
43,179,107.5,2,0
34,176,65.5,4,1
34,162,69.6,2,0
33,192,84.4,5,1
23,158,43.4,1,0
28,192,83.2,5,1
32,180,53.7,1,0
41,163,62.2,4,1
26,173,53.4,3,0
38,188,80.8,4,1
34,156,70.7,1,0
22,166,51.5,5,1
55,163,48.3,1,0
47,161,52.2,5,1
57,192,59.9,3,0
53,189,71.4,3,1
37,186,89.2,3,0
52,189,80.8,4,1
50,178,115.8,2,0
40,180,67.3,4,1
21,167,42.1,2,0
58,173,62.8,5,1
55,157,38.3,1,0
52,168,61.6,3,1
36,157,83.7,2,0
44,175,70.5,5,1
54,156,85.0,2,0
57,193,88.1,5,1
29,160,42.2,2,0
30,173,58.7,4,1
42,189,111.6,3,0
57,166,56.2,4,1
19,179,52.8,2,0
53,177,61.3,5,1
44,167,50.4,2,0
30,166,57.3,3,1
31,171,52.7,1,0
41,188,82.1,5,1
32,171,53.6,3,0
40,193,77.8,3,1
31,186,60.8,3,0
44,176,65.9,4,1
30,170,79.2,3,0
50,185,68.3,3,1
26,172,48.8,2,0
37,173,56.3,4,1
27,178,51.6,2,0
46,190,86.2,4,1
34,167,45.4,2,0
44,175,71.2,5,1
18,169,100.6,1,0
55,162,56.2,4,1
37,173,101.2,2,0
51,190,71.1,5,1
35,161,45.9,1,0
52,159,56.2,3,1
36,163,89.2,2,0
49,189,83.8,3,1
49,191,63.5,2,0
47,186,66.1,5,1
28,174,50.5,3,0
57,161,51.4,4,1
41,161,46.1,3,0
39,194,69.8,5,1
24,174,96.4,1,0
56,158,56.5,3,1
18,171,49.8,1,0
35,194,84.4,4,1
33,166,42.4,1,0
58,180,77.1,5,1
27,161,47.3,2,0
43,175,60.2,3,1
55,166,86.5,2,0
56,166,57.1,4,1
47,173,49.4,2,0
30,190,70.1,4,1
59,191,130.3,3,0
36,169,69.0,3,1
18,160,92.6,1,0
19,159,48.6,4,1
35,176,79.9,1,0
35,181,77.7,3,1
46,191,62.0,3,0
52,178,60.4,4,1
20,188,53.9,3,0
49,175,58.2,4,1
49,177,47.8,1,0
50,179,63.6,3,1
55,194,59.6,1,0
42,180,79.6,5,1
35,175,46.5,1,0
25,155,58.1,5,1
25,173,55.0,3,0
55,156,58.4,3,1
28,157,44.6,2,0
54,165,56.9,3,1
30,157,40.0,1,0
38,161,50.3,4,1
50,165,42.2,1,0
47,191,82.8,5,1
31,160,81.5,2,0
23,162,59.5,3,1
51,163,75.3,2,0
40,160,53.9,3,1
59,185,122.4,2,0
35,166,63.0,3,1
57,179,87.8,1,0
55,182,70.5,5,1
25,186,92.4,1,0
39,168,60.6,4,1
39,190,136.4,1,0
46,160,48.8,5,1
57,164,48.4,2,0
38,155,50.5,4,1
57,189,57.3,3,0
34,185,82.0,5,1
23,184,115.8,2,0
28,188,84.3,3,1
44,166,42.0,1,0
52,183,69.9,5,1
19,187,53.1,1,0
58,186,68.3,5,1
40,178,104.0,1,0
56,177,66.2,5,1
45,168,49.6,2,0
39,164,66.1,3,1
54,161,44.3,1,0
49,170,63.5,4,1
57,191,55.1,3,0
43,163,62.6,3,1
23,164,74.3,2,0
36,185,67.7,4,1
45,158,65.0,1,0
19,190,69.5,5,1
43,165,93.4,2,0
31,168,55.3,5,1
39,190,65.9,2,0
36,161,62.0,5,1
22,162,41.8,2,0
49,162,65.3,4,1
31,163,45.0,1,0
37,165,55.1,5,1
23,165,90.2,2,0
34,186,85.2,5,1
22,183,99.2,1,0
54,162,62.9,4,1
42,177,56.9,2,0
49,183,74.2,3,1
56,161,39.0,2,0
35,192,76.6,3,1
58,170,88.3,3,0
25,173,57.4,5,1
26,184,56.4,3,0
21,160,49.7,3,1
33,180,56.6,1,0
44,176,75.7,5,1
52,167,95.5,2,0
56,191,87.8,4,1
24,182,114.6,2,0
34,158,61.5,5,1
54,187,93.5,1,0
29,176,74.9,3,1
22,163,43.1,2,0
21,175,62.3,5,1
33,177,56.7,2,0
18,182,62.8,3,1
50,164,71.8,2,0
31,165,59.1,4,1
57,167,85.9,2,0
45,158,51.5,3,1
53,174,94.8,1,0
22,171,62.6,4,1
24,190,62.8,3,0
20,156,50.3,5,1
34,161,91.7,1,0
33,191,72.5,5,1
38,162,43.5,1,0
31,193,82.9,5,1
34,189,58.3,1,0
27,172,59.1,4,1
24,184,103.1,1,0
38,180,67.9,5,1
56,187,124.8,3,0
27,166,51.6,3,1
42,158,93.0,3,0
43,182,79.7,5,1
49,163,69.0,1,0
49,173,59.0,4,1
19,172,109.3,1,0
39,190,71.2,5,1
57,188,113.4,2,0
37,180,71.2,5,1
46,177,51.2,1,0
37,167,63.6,4,1
54,161,43.6,1,0
27,176,61.8,5,1
39,183,108.2,2,0
30,157,60.5,4,1
53,175,90.7,3,0
32,155,59.2,4,1
37,187,107.5,3,0
30,190,67.7,5,1
38,175,55.0,3,0
55,166,57.8,5,1
36,182,89.6,3,0
20,191,83.2,4,1
38,174,55.7,2,0
43,182,73.1,3,1
54,167,48.4,2,0
38,184,70.7,3,1
29,163,47.0,1,0
42,155,51.8,5,1
50,155,42.2,2,0
29,164,61.5,5,1
45,176,100.1,2,0
40,168,62.1,5,1
36,176,51.8,3,0
36,190,89.5,5,1
53,187,60.9,3,0
50,183,65.8,4,1
35,172,45.4,2,0
47,158,54.0,5,1
22,163,43.5,2,0
56,187,82.8,3,1
41,193,113.2,3,0
28,189,69.7,3,1
20,176,80.1,1,0
24,174,70.9,4,1
53,175,106.1,2,0
21,170,65.9,4,1
18,155,36.9,1,0
45,172,69.9,3,1
50,164,44.8,3,0
49,170,60.0,4,1
31,193,109.7,1,0
54,179,68.9,4,1
37,172,50.0,2,0
57,172,59.0,5,1
23,180,53.0,3,0
49,166,60.8,5,1
39,181,60.2,2,0
40,167,55.6,3,1
19,182,55.0,2,0
51,171,71.0,4,1
51,176,56.2,2,0
27,163,59.3,3,1
27,192,113.3,3,0
51,189,70.8,3,1
25,186,130.8,2,0
25,161,49.8,3,1
49,165,97.1,1,0
34,168,59.8,5,1
25,171,102.1,2,0
48,191,83.9,5,1
59,180,101.6,1,0
34,187,74.3,3,1
48,162,45.9,2,0
52,173,56.3,5,1
42,192,140.0,3,0
24,170,58.5,3,1
40,190,98.1,3,0
24,171,66.7,5,1
35,193,65.0,2,0
47,165,54.6,3,1
42,157,90.9,3,0
25,158,46.5,5,1
48,183,55.8,3,0
38,157,54.2,3,1
28,165,78.1,2,0
48,185,68.6,4,1
37,163,99.6,2,0
39,170,68.8,5,1
52,186,104.0,2,0
52,167,61.9,5,1
33,159,76.9,3,0
50,169,65.9,5,1
22,180,96.3,3,0
55,177,64.3,3,1
51,188,62.4,2,0
20,190,82.2,4,1
37,174,54.0,1,0
47,168,63.4,4,1
36,192,55.3,3,0
51,178,68.5,4,1
48,190,135.5,2,0
48,183,81.7,5,1
50,155,39.3,1,0
18,175,73.0,3,1
27,169,104.8,1,0
46,181,81.4,3,1
58,155,65.1,1,0
51,172,56.0,3,1
50,170,92.4,1,0
21,158,46.5,3,1
31,178,51.9,2,0
53,185,82.7,3,1
23,182,56.9,2,0
51,179,78.5,3,1
40,163,44.1,3,0
33,179,68.1,3,1
57,180,52.9,2,0
31,193,72.9,4,1
36,156,63.3,1,0
59,178,66.3,4,1
55,187,55.0,2,0
32,177,58.9,3,1
18,162,46.7,2,0
22,194,74.1,4,1
57,184,56.4,1,0
27,173,69.2,5,1
53,158,85.4,1,0
33,163,65.2,5,1
44,166,41.6,1,0
34,183,68.2,4,1
35,167,44.0,1,0
20,176,61.6,5,1
50,156,43.5,1,0
24,169,58.0,4,1
44,193,57.4,2,0
47,162,50.3,5,1
32,190,96.4,2,0
55,173,67.4,4,1
30,193,120.5,2,0
31,171,54.9,4,1
40,167,48.7,3,0
45,170,53.9,4,1
31,192,62.8,2,0
46,157,52.5,4,1
44,186,108.7,2,0
50,160,62.0,4,1
26,162,88.8,1,0
57,177,73.8,3,1
33,180,58.5,3,0
54,164,51.1,5,1
27,188,104.1,3,0
30,166,61.7,3,1
19,162,94.7,2,0
25,157,53.5,3,1
48,179,56.2,3,0
48,185,84.4,3,1
36,157,44.8,2,0
29,177,67.6,3,1
41,179,106.7,3,0
55,182,62.5,3,1
53,163,47.2,2,0
52,171,56.5,4,1
32,173,54.9,1,0
37,191,72.3,4,1
53,159,80.8,2,0
57,174,70.4,5,1
18,183,61.0,2,0
33,194,73.7,5,1
30,187,53.7,3,0
46,171,70.9,5,1
24,167,46.8,3,0
45,164,58.6,3,1
40,181,57.4,3,0
57,191,77.9,3,1
51,178,53.7,2,0
44,172,72.6,4,1
50,191,62.6,1,0
38,188,74.4,3,1
27,177,81.0,1,0
58,156,51.6,5,1
42,155,80.6,2,0
27,173,66.7,3,1
25,185,106.8,1,0
55,183,80.6,3,1
52,181,57.0,1,0
45,190,88.2,5,1
52,191,125.3,1,0
36,182,71.8,3,1
21,191,60.8,2,0
36,155,56.0,3,1
35,193,63.5,1,0
52,155,48.1,5,1
35,163,43.4,1,0
47,155,46.1,4,1
42,174,50.7,2,0
24,163,52.5,3,1
26,163,100.6,1,0
19,164,55.3,5,1
48,165,95.0,1,0
20,189,78.6,3,1
20,188,59.4,3,0
41,172,68.1,5,1
58,175,49.0,2,0
35,157,47.3,4,1
36,176,52.7,1,0
38,182,79.4,3,1
34,188,55.1,2,0
47,184,67.7,5,1
58,161,43.1,2,0
57,190,84.3,4,1
31,162,81.8,3,0
54,176,58.1,5,1
19,185,117.3,3,0
57,169,61.5,3,1
44,175,54.7,1,0
33,190,81.1,5,1
36,157,45.2,3,0
33,171,59.6,3,1
37,176,95.5,2,0
22,159,54.1,4,1
32,180,118.8,3,0
26,157,60.1,5,1
39,168,74.2,2,0
27,161,54.5,5,1
49,182,116.8,2,0
52,171,70.5,4,1
48,186,114.1,3,0
54,174,65.6,4,1
58,176,48.3,2,0
29,166,65.5,3,1
39,181,55.6,3,0
33,158,60.6,3,1
39,172,109.0,3,0
31,179,77.1,4,1
40,159,89.9,1,0
56,160,48.6,3,1
21,164,44.9,1,0
20,185,83.1,3,1
40,167,72.2,1,0
30,178,65.5,3,1
20,164,42.9,2,0
50,156,51.4,3,1
48,158,38.6,1,0
47,173,73.3,5,1
59,168,74.0,2,0
56,159,60.9,4,1
31,160,38.7,2,0
43,166,67.0,4,1
25,183,60.3,1,0
46,168,55.9,3,1
51,181,50.6,3,0
36,178,75.9,3,1
22,178,84.3,1,0
44,182,82.1,4,1
53,162,72.3,1,0
35,161,51.3,3,1
21,174,45.7,2,0
45,157,46.0,5,1
24,190,63.7,3,0
53,178,67.2,5,1
46,191,58.3,3,0
42,181,61.6,5,1
29,158,45.0,1,0
18,172,61.8,3,1
58,188,108.4,1,0
30,189,69.3,4,1
55,160,86.6,1,0
56,167,53.7,3,1
50,182,117.7,2,0
21,182,62.5,4,1
19,188,56.2,3,0
50,156,51.0,5,1
39,188,106.1,1,0
40,191,74.3,3,1
39,160,43.8,1,0
40,167,61.7,4,1
24,176,98.5,3,0
26,175,75.6,4,1
59,186,59.3,1,0
24,157,60.8,5,1
21,185,59.8,1,0
19,185,64.7,4,1
27,184,99.4,3,0
18,186,69.2,3,1
34,168,51.9,2,0
49,186,66.4,4,1
42,157,84.1,3,0
20,159,50.8,4,1
56,178,110.9,3,0
35,160,52.4,5,1
51,183,50.6,3,0
25,169,69.7,5,1
28,174,114.9,2,0
42,170,70.1,3,1
18,175,116.2,2,0
29,182,69.0,3,1
25,180,51.7,2,0
52,188,70.0,5,1
29,182,86.5,2,0
28,191,71.6,5,1
55,179,56.5,2,0
22,187,86.8,5,1
54,191,61.8,2,0
49,185,82.4,4,1
28,180,58.3,3,0
37,157,59.1,3,1
32,184,57.0,1,0
47,194,90.1,4,1
44,162,45.6,1,0
37,171,59.7,3,1
48,160,46.3,1,0
18,180,69.1,4,1
40,178,58.0,3,0
27,185,77.4,3,1
31,189,98.2,3,0
32,162,50.8,4,1
47,163,84.9,1,0
35,173,58.9,3,1
35,166,46.8,1,0
23,167,56.1,3,1
21,186,53.8,1,0
28,156,48.6,4,1
43,162,75.9,1,0
55,167,69.4,4,1
40,190,102.0,2,0
29,160,61.8,3,1
20,188,119.2,2,0
26,168,69.0,3,1
49,158,45.1,3,0
18,165,63.9,5,1
19,169,44.0,2,0
57,189,81.8,3,1
58,175,51.6,2,0
40,158,48.2,4,1
47,177,54.4,1,0
42,178,59.5,3,1
31,188,55.9,2,0
45,156,60.0,3,1
55,193,107.2,3,0
43,190,77.2,3,1
27,172,50.5,1,0
57,176,66.0,5,1
34,182,54.1,1,0
35,171,67.1,5,1
42,191,55.8,3,0
26,177,73.7,5,1
34,193,111.2,1,0
57,191,75.4,4,1
51,186,114.8,2,0
19,159,55.4,4,1
47,194,68.1,1,0
55,156,54.9,4,1
51,165,68.7,2,0
54,186,82.7,3,1
49,171,82.7,3,0
26,188,72.5,4,1
37,193,60.2,3,0
56,177,66.8,3,1
40,193,67.5,2,0
47,175,63.0,4,1
53,180,58.6,2,0
46,177,73.7,5,1
53,175,55.7,2,0
18,190,88.2,3,1
39,158,40.4,2,0
18,169,66.6,5,1
35,171,101.6,1,0
27,155,45.7,4,1
49,183,102.6,2,0
37,161,52.4,5,1
55,161,46.2,3,0
35,156,50.9,5,1
51,170,47.6,3,0
43,187,74.1,4,1
54,184,51.1,1,0
19,167,59.3,4,1
42,168,89.8,2,0
21,166,55.3,5,1
26,164,40.5,2,0
23,187,68.3,4,1
47,175,92.9,2,0
37,176,65.8,5,1
48,194,61.1,2,0
42,186,69.5,4,1
43,165,86.0,1,0
56,181,76.6,3,1
32,185,107.8,2,0
39,185,82.9,4,1
20,187,107.6,1,0
26,159,58.3,3,1
45,167,93.7,2,0
56,176,61.7,3,1
56,174,50.6,1,0
32,160,50.0,5,1
49,165,48.7,1,0
32,164,65.6,4,1
47,157,86.7,1,0
45,168,67.7,3,1
25,166,98.1,3,0
57,161,52.7,4,1
21,157,41.8,2,0
23,180,67.3,4,1
28,183,50.2,2,0
31,190,78.4,5,1
40,175,114.5,3,0
42,171,71.9,5,1
38,162,95.9,3,0
28,192,82.6,4,1
21,174,51.0,2,0
56,187,77.6,4,1
48,189,101.4,2,0
18,167,54.8,3,1
21,161,97.2,2,0
31,185,65.5,3,1
52,164,90.4,3,0
24,172,66.3,5,1
39,193,109.0,2,0
37,186,86.0,3,1
40,159,40.7,1,0
44,191,88.9,5,1
59,162,65.7,2,0
51,189,85.9,4,1
32,192,57.2,2,0
20,168,57.6,4,1
50,160,40.3,2,0
54,161,48.8,5,1
39,193,64.3,2,0
31,190,76.9,5,1
23,185,55.6,1,0
44,182,75.1,5,1
36,175,54.0,2,0
49,176,76.4,4,1
42,171,80.2,3,0
41,192,79.2,3,1
53,189,60.5,1,0
49,180,73.9,3,1
48,175,93.4,3,0
57,179,72.6,4,1
53,190,57.5,2,0
27,189,87.9,4,1
50,155,36.7,3,0
42,182,79.2,4,1
42,171,105.8,1,0
33,171,54.7,5,1
32,167,91.7,2,0
24,164,61.6,5,1
58,190,125.7,2,0
41,186,77.7,4,1
19,164,79.4,3,0
34,172,73.6,5,1
29,170,95.5,2,0
57,161,63.4,5,1
24,172,45.2,3,0
37,165,59.9,3,1
51,166,75.2,3,0
39,178,68.4,4,1
18,168,44.3,1,0
18,173,56.8,4,1
47,166,86.9,1,0
32,165,59.0,4,1
52,163,75.5,3,0
50,186,73.8,4,1
53,177,53.6,1,0
22,192,79.4,4,1
29,176,105.5,1,0
44,171,71.3,3,1
30,169,50.5,3,0
30,158,60.7,5,1
42,165,44.9,1,0
55,160,57.4,5,1
27,177,54.3,2,0
33,186,80.6,4,1
22,171,101.8,1,0
59,155,53.3,5,1
51,158,65.4,2,0
56,173,72.8,4,1
53,157,40.6,2,0
23,185,66.9,4,1
52,171,95.3,1,0
41,164,51.4,4,1
46,193,101.2,2,0
58,171,67.2,3,1
53,190,115.4,1,0
20,162,49.7,5,1
23,183,54.5,3,0
34,186,79.7,3,1
33,175,103.8,1,0
25,182,61.9,5,1
21,180,82.2,3,0
55,158,49.6,5,1
45,191,57.2,2,0
22,164,62.6,4,1
40,167,93.7,1,0
47,171,70.9,3,1
41,179,55.8,3,0
50,171,69.6,4,1
23,193,135.7,2,0
35,178,76.6,5,1
44,193,62.9,3,0
32,156,53.1,3,1
32,170,49.9,3,0
37,183,74.6,5,1
22,156,41.9,2,0
22,166,66.0,5,1
39,171,50.9,2,0
40,192,88.2,3,1
46,162,75.3,1,0
39,189,67.5,3,1
24,166,101.2,3,0
49,186,65.1,4,1
35,193,65.6,3,0
59,177,72.7,3,1
27,172,53.7,3,0
41,157,51.0,5,1
34,163,67.8,1,0
19,175,68.9,3,1
24,176,92.1,2,0
42,155,46.3,5,1
49,168,43.1,2,0
24,190,81.7,5,1
32,171,91.4,2,0
22,184,77.8,5,1
56,189,127.7,2,0
49,185,73.7,3,1
20,160,44.5,3,0
26,167,60.4,4,1
28,168,77.8,2,0
51,170,58.9,4,1
43,192,58.8,1,0
24,187,75.2,4,1
56,175,110.2,2,0
40,169,63.1,5,1
23,187,128.1,3,0
27,188,86.5,5,1
31,157,37.8,2,0
27,169,58.7,5,1
53,181,94.6,2,0
50,162,58.7,3,1
53,159,73.9,3,0
29,184,70.0,5,1
30,176,99.3,3,0
46,159,55.2,5,1
21,186,112.2,2,0
58,162,50.1,4,1
45,186,57.0,1,0
59,194,83.1,3,1
27,185,128.4,2,0
51,174,56.9,4,1
52,183,52.9,3,0
37,191,88.9,4,1
26,164,48.6,1,0
21,182,78.7,3,1
20,191,63.2,2,0
35,177,67.5,3,1
46,183,119.9,1,0
48,182,68.8,5,1
47,189,90.9,2,0
43,174,56.1,5,1
35,163,75.1,3,0
43,185,69.4,3,1
46,160,69.6,2,0
24,165,56.1,5,1
33,159,39.8,3,0
54,187,80.3,4,1
58,175,53.4,2,0
57,160,62.6,5,1
20,175,82.4,3,0
48,174,75.3,4,1
57,193,60.5,3,0
29,168,57.5,4,1
54,174,113.7,1,0
41,164,52.7,4,1
49,189,63.7,2,0
50,161,51.1,3,1
30,156,70.7,1,0
55,156,48.1,4,1
37,177,50.2,3,0
25,178,60.0,3,1
53,161,68.8,2,0
31,156,58.8,4,1
30,172,48.6,2,0
56,155,52.4,3,1
18,158,66.4,3,0
34,166,51.3,5,1
20,180,58.2,3,0
45,171,57.7,4,1
19,162,48.0,2,0
28,169,69.3,5,1
49,194,64.3,1,0
33,167,55.4,5,1
53,164,41.1,2,0
47,161,56.3,4,1
47,173,52.0,2,0
39,192,78.3,5,1
19,186,87.5,2,0
49,165,63.5,3,1
32,158,83.6,3,0
20,193,70.5,4,1
44,170,48.2,1,0
59,156,48.9,4,1
44,169,52.2,1,0
23,166,55.7,4,1
37,181,103.0,2,0
25,156,54.6,4,1
35,172,53.3,1,0
37,177,74.4,3,1
30,167,72.0,2,0
47,189,83.6,4,1
28,192,58.8,2,0
29,161,54.8,3,1
40,179,86.2,3,0
46,164,50.0,5,1
22,188,125.3,1,0
50,194,78.1,4,1
40,170,50.4,2,0
47,191,73.6,4,1
42,175,53.2,2,0
29,159,57.4,3,1
52,155,40.1,2,0
54,189,72.2,4,1
54,186,88.4,1,0
50,184,69.5,3,1
44,157,45.1,2,0
54,155,47.6,3,1
21,193,66.5,1,0
39,170,55.2,4,1
33,182,115.3,1,0
59,156,50.5,3,1
52,174,53.6,3,0
29,163,59.1,4,1
38,158,75.7,1,0
19,171,66.0,4,1
29,179,98.8,3,0
41,179,65.3,5,1
42,182,109.3,1,0
28,189,71.3,3,1
55,173,50.3,2,0
45,190,70.0,4,1
29,162,66.4,2,0
26,159,51.3,5,1
56,171,49.8,2,0
25,186,77.4,4,1
36,178,107.0,2,0
29,177,62.6,4,1
33,170,48.4,1,0
37,187,74.0,4,1
25,164,48.9,1,0
27,163,50.3,5,1
57,161,42.6,2,0
32,160,60.1,4,1
33,165,44.0,2,0
31,183,65.1,5,1
20,155,75.7,1,0
26,157,51.2,4,1
50,163,79.8,3,0
53,157,51.6,5,1
50,172,50.8,1,0
49,161,57.8,4,1
32,166,99.4,1,0
33,159,55.6,4,1
22,167,74.8,2,0
43,172,62.5,4,1
24,164,42.1,1,0
48,158,57.6,3,1
34,174,54.6,3,0
32,159,55.2,3,1
49,176,95.8,1,0
22,187,72.2,3,1
24,172,49.7,2,0
28,180,60.8,4,1
37,171,105.8,3,0
21,178,72.0,3,1
20,163,98.4,1,0
50,155,46.1,5,1
27,166,72.4,1,0
47,169,62.0,5,1
35,170,50.5,2,0
24,161,54.0,4,1
30,171,51.8,1,0
56,187,80.5,4,1
21,170,102.8,3,0
52,179,73.8,3,1
35,166,48.2,3,0
30,189,67.1,5,1
42,164,80.2,2,0
31,181,80.5,4,1
30,160,46.7,3,0
42,184,78.0,4,1
54,170,90.9,1,0
54,177,60.6,5,1
19,164,96.0,1,0
44,168,54.1,4,1
19,187,120.1,2,0
24,181,66.9,3,1
55,172,46.8,2,0
55,192,77.6,4,1
35,164,44.8,1,0
18,172,67.0,3,1
37,171,92.7,1,0
59,185,77.5,3,1
47,157,38.8,2,0
50,165,54.8,4,1
49,172,110.5,3,0
57,182,63.9,3,1
27,183,118.9,2,0
49,193,91.6,3,1
41,185,108.5,2,0
23,161,63.6,5,1
25,157,43.1,1,0
32,161,60.1,3,1
20,184,103.8,3,0
22,179,77.3,4,1
19,182,116.9,3,0
54,193,81.2,4,1
50,165,46.5,1,0
20,180,69.9,4,1
40,162,93.0,2,0
50,182,76.1,4,1
34,163,100.5,1,0
57,159,56.1,4,1
24,171,47.9,1,0
33,190,81.6,3,1
36,166,89.2,3,0
57,160,62.9,5,1
48,181,52.0,3,0
59,175,67.5,5,1
23,189,123.8,3,0
18,189,66.5,3,1
29,194,67.4,1,0
33,168,60.7,3,1
53,176,47.8,1,0
51,165,63.8,5,1
44,156,68.0,1,0
57,168,65.0,3,1
59,166,98.0,1,0
22,186,64.6,3,1
21,184,107.2,2,0
40,189,84.3,5,1
53,171,87.0,3,0
44,194,70.3,4,1
49,165,70.0,1,0
33,167,61.3,3,1
35,156,88.0,3,0
29,186,71.8,3,1
33,171,46.1,2,0
46,190,72.3,4,1
31,168,73.9,3,0
40,186,82.9,5,1
29,173,52.0,1,0
38,189,75.4,3,1
24,156,69.7,3,0
52,164,57.6,3,1
52,191,127.3,3,0
33,182,68.0,5,1
59,177,55.2,3,0
56,187,77.5,5,1
39,183,106.2,3,0
47,165,51.9,3,1
30,179,104.2,1,0
39,161,52.9,5,1
38,160,87.1,3,0
49,165,52.4,5,1
58,189,60.4,1,0
48,171,57.2,5,1
18,164,80.5,3,0
31,162,49.5,3,1
41,174,110.3,1,0
59,159,48.4,5,1
36,193,65.0,3,0
18,156,60.1,3,1
50,190,55.0,1,0
38,177,76.5,3,1
19,157,45.0,1,0
53,158,58.9,3,1
58,180,85.7,3,0
32,171,67.8,3,1
33,177,48.7,1,0
57,178,68.0,5,1
56,179,53.4,3,0
49,165,56.0,3,1
36,170,98.7,1,0
40,179,64.1,3,1
49,188,60.2,1,0
40,187,70.8,3,1
22,164,44.0,2,0
20,183,77.9,4,1
54,161,75.9,1,0
41,156,48.9,4,1
46,191,63.3,1,0
43,176,74.0,5,1
31,190,61.8,3,0
37,176,66.9,5,1
21,183,92.5,2,0
47,166,67.8,3,1
57,158,63.4,3,0
38,164,58.0,5,1
57,194,104.3,1,0
27,159,48.1,3,1
52,194,129.1,2,0
38,181,76.7,3,1
39,169,46.9,3,0
57,188,71.4,5,1
54,156,82.3,1,0
48,160,49.8,5,1
20,194,61.4,1,0
54,170,71.6,3,1
21,185,62.8,1,0
41,179,65.7,3,1
57,190,108.1,1,0
35,194,87.7,5,1
43,183,89.7,2,0
35,156,46.5,4,1
56,160,91.4,2,0
38,172,73.3,5,1
45,190,136.9,1,0
35,194,88.6,5,1
18,175,78.2,2,0
55,189,73.9,4,1
21,191,58.5,1,0
41,170,59.4,4,1
36,184,59.2,2,0
55,185,83.6,3,1
20,180,56.3,1,0
56,159,57.7,3,1
56,174,55.4,1,0
53,160,48.7,4,1
23,190,63.9,2,0
50,172,72.1,5,1
18,169,45.6,1,0
20,166,53.9,5,1
54,185,56.7,3,0
57,165,60.1,3,1
30,173,46.2,2,0
55,191,75.8,3,1
52,183,115.1,1,0
29,190,68.0,4,1
25,167,42.0,1,0
55,182,69.4,3,1
38,178,49.8,3,0
45,191,72.7,4,1
53,184,51.1,1,0
49,158,48.8,3,1
51,183,84.6,2,0
50,161,60.3,5,1
29,184,55.9,1,0
28,156,58.0,4,1
39,180,52.0,2,0
24,183,68.4,3,1
48,183,94.0,2,0
59,162,51.2,5,1
23,159,44.6,3,0
26,189,74.0,4,1
51,193,99.8,1,0
19,192,70.3,3,1
52,169,79.7,1,0
22,175,59.3,5,1
57,184,51.7,3,0
41,173,65.9,4,1
39,181,58.8,2,0
27,164,62.3,4,1
21,188,57.4,2,0
25,182,81.1,3,1
42,175,82.9,3,0
54,183,67.5,5,1
32,160,66.8,1,0
29,189,74.4,3,1
44,171,53.4,2,0
19,183,75.1,5,1
26,181,50.5,1,0
39,189,76.1,4,1
36,193,96.2,3,0
30,167,54.4,3,1
18,194,64.5,1,0
30,191,89.5,3,1
48,168,94.3,2,0
59,157,61.2,4,1
43,155,80.3,1,0
55,157,54.0,3,1
43,184,56.8,3,0
35,155,59.2,4,1
36,155,81.5,2,0
57,160,58.1,5,1
33,171,75.2,3,0
30,174,57.6,5,1
19,158,88.5,1,0
18,187,69.6,4,1
29,192,128.8,2,0
57,186,79.2,5,1
48,173,89.4,1,0
26,175,75.1,4,1
28,174,53.3,3,0
46,155,51.4,5,1
39,162,98.9,1,0
28,169,58.9,3,1
38,182,89.6,1,0
57,160,48.7,5,1
40,162,81.6,2,0
45,174,71.6,3,1
25,173,106.4,1,0
21,179,62.1,3,1
35,165,90.5,2,0
24,169,70.6,5,1
49,181,55.9,3,0
38,182,72.7,4,1
46,172,78.8,2,0
29,186,78.8,5,1
27,159,67.0,3,0
24,157,58.5,3,1
56,158,42.8,2,0
46,167,55.8,3,1
34,158,74.6,1,0
25,182,69.8,4,1
50,187,108.4,1,0
42,173,59.8,4,1
50,157,63.0,1,0
48,189,87.4,5,1
29,170,82.8,3,0
47,187,75.8,3,1
51,161,44.7,3,0
43,193,74.8,4,1
20,184,56.4,3,0
53,188,87.0,5,1
41,166,48.6,1,0
37,181,78.1,3,1
